title,country,release_year,type,is_recent
Panoptic,Lebanon,2017,Movie,False
What Did I Mess,Lebanon,2018,Movie,False
I Am Vengeance: Retaliation,United Kingdom,2020,Movie,True
Disconnect,Kenya,2018,Movie,False
In a Valley of Violence,United States,2016,Movie,False
The Trial of the Chicago 7,"United States, United Kingdom, India",2020,Movie,True
A Babysitter's Guide to Monster Hunting,United States,2020,Movie,True
Batman: The Killing Joke,United States,2016,Movie,False
El-Khawaga's Dilemma,Egypt,2018,Movie,False
Kartini: Princess of Java,"Indonesia, Netherlands",2017,Movie,False
Love Like the Falling Rain,Indonesia,2020,Movie,True
Rooting for Roona,India,2020,Movie,True
A Choo,Taiwan,2020,Movie,True
BLACKPINK: Light Up the Sky,United States,2020,Movie,True
The Three Deaths of Marisela Escobedo,Mexico,2020,Movie,True
Octonauts & the Great Barrier Reef,United Kingdom,2020,Movie,True
Hunterrr,India,2015,Movie,False
House of the Witch,United States,2017,Movie,False
Ginny Weds Sunny,India,2020,Movie,True
My Step Dad: The Hippie,"Turkey, South Korea",2018,Movie,False
Super Monsters: Dia de los Monsters,Canada,2020,Movie,True
The Forty-Year-Old Version,United States,2020,Movie,True
Bigflo & Oli: Hip Hop Frenzy,France,2020,Movie,True
Hubie Halloween,United States,2020,Movie,True
American Pie 9: Girls' Rules,United States,2020,Movie,True
Dolly Parton: Here I Am,United Kingdom,2019,Movie,False
StarBeam: Halloween Hero,Canada,2020,Movie,True
Walk Away from Love,United States,2017,Movie,False
David Attenborough: A Life on Our Planet,"United States, United Kingdom",2020,Movie,True
"Best Wishes, Warmest Regards: A Schitt's Creek Farewell",Canada,2020,Movie,True
Good Game: The Beginning,Turkey,2018,Movie,False
A Chaster Marriage,Turkey,2016,Movie,False
Òlòtūré,Nigeria,2020,Movie,True
Serious Men,India,2020,Movie,True
The Binding,Italy,2020,Movie,True
Turkish Dance School,Turkey,2017,Movie,False
Vampires vs. the Bronx,United States,2020,Movie,True
You've Got This,Mexico,2020,Movie,True
All Because of You,Malaysia,2020,Movie,True
An Ordinary Man,"Serbia, United States",2017,Movie,False
Carlos Almaraz: Playing with Fire,United States,2019,Movie,False
Free State of Jones,United States,2016,Movie,False
Human Nature,United States,2019,Movie,False
Hunt for the Wilderpeople,New Zealand,2016,Movie,False
I'm Leaving Now,"United States, Mexico",2019,Movie,False
The Book of Sun,Saudi Arabia,2020,Movie,True
The Outpost,"United States, Bulgaria",2020,Movie,True
We Have Always Lived in the Castle,United States,2018,Movie,False
American Murder: The Family Next Door,United States,2020,Movie,True
Baxu and the Giants,Namibia,2019,Movie,False
Poacher,"United Kingdom, Kenya",2018,Movie,False
The Boys in the Band,United States,2020,Movie,True
The Boys in the Band: Something Personal,United States,2020,Movie,True
Michelle Buteau: Welcome to Buteaupia,United States,2020,Movie,True
Welcome to Sudden Death,United States,2020,Movie,True
Time Out,India,2015,Movie,False
Enola Holmes,United Kingdom,2020,Movie,True
Kiss the Ground,United States,2020,Movie,True
A Love Song for Latasha,United States,2020,Movie,True
DTC Yukemuri Junjo Hen From High & Low,Japan,2018,Movie,False
High & Low The Movie,Japan,2016,Movie,False
High & Low The Movie 2 / End of Sky,Japan,2017,Movie,False
High & Low The Movie 3 / Final Mission,Japan,2017,Movie,False
High & Low The Red Rain,Japan,2016,Movie,False
Road To High & Low,Japan,2016,Movie,False
The Blue Elephant 2,Egypt,2019,Movie,False
Black,India,2015,Movie,False
Santa Banta Pvt Ltd,India,2016,Movie,False
Dolly Kitty Aur Woh Chamakte Sitare,India,2020,Movie,True
Whipped,Indonesia,2020,Movie,True
GIMS: On the Record,France,2020,Movie,True
Horrid Henry's Gross Day Out,United Kingdom,2020,Movie,True
Residue,United States,2020,Movie,True
The Devil All The Time,United States,2020,Movie,True
The Paramedic,Spain,2020,Movie,True
The Take,"United Kingdom, France, United States, Belgium, Luxembourg, China, Germany",2016,Movie,False
Hope Frozen: A Quest to Live Twice,"Thailand, United States",2020,Movie,True
Michael McIntyre: Showman,United Kingdom,2020,Movie,True
Lara and the Beat,Nigeria,2018,Movie,False
Dad Wanted,Mexico,2020,Movie,True
Pets United,"Germany, China, United Kingdom",2020,Movie,True
Aapla Manus,India,2018,Movie,False
Ani... Dr. Kashinath Ghanekar,India,2018,Movie,False
Bhai: Vyakti Ki Valli - Poorvardha,India,2019,Movie,False
Bhai: Vyakti Ki Valli - Uttarardh,India,2019,Movie,False
Cycle,India,2018,Movie,False
Dhh,India,2017,Movie,False
Kaagar,India,2019,Movie,False
Night of Knots,Turkey,2018,Movie,False
PhotoCopy,India,2016,Movie,False
Poshter Girl,India,2016,Movie,False
Satria Heroes: Revenge of the Darkness,Indonesia,2017,Movie,False
Son Of Adam,Egypt,2018,Movie,False
The Babysitter: Killer Queen,United States,2020,Movie,True
Cargo,India,2020,Movie,True
Cuties,France,2020,Movie,True
So Much Love to Give,Argentina,2020,Movie,True
The Social Dilemma,United States,2020,Movie,True
#Alive,South Korea,2020,Movie,True
My Octopus Teacher,South Africa,2020,Movie,True
Villain,United Kingdom,2020,Movie,True
I'm Thinking of Ending Things,United States,2020,Movie,True
Kandasamys: The Wedding,South Africa,2019,Movie,False
The Lost Okoroshi,Nigeria,2019,Movie,False
You're My Boss,Philippines,2015,Movie,False
Afonso Padilha: Classless,Brazil,2020,Movie,True
Ave Maryam,Indonesia,2018,Movie,False
"Love, Guaranteed",United States,2020,Movie,True
Freaks – You're One of Us,Germany,2020,Movie,True
Sky Tour: The Movie,Vietnam,2020,Movie,True
Adrift,"Hong Kong, Iceland, United States",2018,Movie,False
Always Be My Maybe,Philippines,2016,Movie,False
Barbie Princess Adventure,Netherlands,2020,Movie,True
Children of the Sea,"Japan, United States",2019,Movie,False
Fate/Grand Order -First Order-,Japan,2016,Movie,False
"Take the Ball, Pass the Ball",Spain,2018,Movie,False
The Boss Baby: Get That Baby!,United States,2020,Movie,True
The Match,Italy,2020,Movie,True
True: Friendship Day,Canada,2020,Movie,True
Maniyarayile Ashokan,India,2020,Movie,True
The Debt Collector 2,United States,2020,Movie,True
All Together Now,United States,2020,Movie,True
Santana,"South Africa, Angola",2020,Movie,True
Unknown Origins,Spain,2020,Movie,True
The Bridge Curse,Taiwan,2020,Movie,True
The Young Messiah,United States,2016,Movie,False
Lingua Franca,"United States, Philippines",2019,Movie,False
Making The Witcher,United States,2020,Movie,True
Rising Phoenix,United Kingdom,2020,Movie,True
Septembers of Shiraz,United States,2016,Movie,False
Class of '83,India,2020,Movie,True
Dark Forces,Mexico,2020,Movie,True
The Sleepover,United States,2020,Movie,True
John Was Trying to Contact Aliens,United States,2020,Movie,True
Scarecrow,Egypt,2019,Movie,False
The Crimes That Bind,Argentina,2020,Movie,True
Drunk Parents,United States,2019,Movie,False
Meet the In-Laws,Nigeria,2017,Movie,False
Crazy Awesome Teachers,Indonesia,2020,Movie,True
Islands of Faith,Indonesia,2018,Movie,False
Fearless,Canada,2020,Movie,True
Nigerian Prince,"United States, Nigeria",2018,Movie,False
Octonauts & the Caves of Sac Actun,United Kingdom,2020,Movie,True
Project Power,United States,2020,Movie,True
An Easy Girl,France,2019,Movie,False
Christine,"United Kingdom, United States",2016,Movie,False
Gunjan Saxena: The Kargil Girl,India,2020,Movie,True
"Rob Schneider: Asian Momma, Mexican Kids",United States,2020,Movie,True
The Lost Husband,United States,2020,Movie,True
We Summon the Darkness,"United States, Canada, United Kingdom",2020,Movie,True
"Berlin, Berlin: Lolle on the Run",Germany,2020,Movie,True
Stars in the Sky: A Hunting Story,United States,2018,Movie,False
The Magic School Bus Rides Again Kids In Space,United States,2020,Movie,True
Work It,United States,2020,Movie,True
Nasha Natasha,Uruguay,2020,Movie,True
Anelka: Misunderstood,France,2020,Movie,True
Malibu Rescue: The Next Wave,United States,2020,Movie,True
Sam Jay: 3 In The Morning,United States,2020,Movie,True
Almost Love,United States,2020,Movie,True
Killing Hasselhoff,United States,2017,Movie,False
Rogue Warfare: The Hunt,United States,2020,Movie,True
Super Monsters: The New Class,Canada,2020,Movie,True
The Ottoman Lieutenant,"Turkey, United States",2017,Movie,False
What Keeps You Alive,Canada,2018,Movie,False
Latte and the Magic Waterstone,Germany,2020,Movie,True
Raat Akeli Hai,India,2020,Movie,True
Seriously Single,South Africa,2020,Movie,True
Sugar High,United States,2020,Movie,True
Retablo,"Peru, Germany, Norway",2017,Movie,False
Uma Maheswara Ugra Roopasya,India,2020,Movie,True
It's Her Day,Nigeria,2016,Movie,False
Redemption,Mozambique,2019,Movie,False
Shine Your Eyes,"Brazil, France",2020,Movie,True
The Hater,Poland,2020,Movie,True
The Speed Cubers,United States,2020,Movie,True
Tread,United States,2019,Movie,False
Banana Split,United States,2020,Movie,True
Door Ke Darshan,India,2020,Movie,True
Double World,China,2020,Movie,True
Project Marathwada,India,2016,Movie,False
Animal Crackers,"China, Spain, South Korea, United States",2020,Movie,True
Dragons: Rescue Riders: Secrets of the Songwing,United States,2020,Movie,True
Nimbe,Nigeria,2019,Movie,False
Offering to the Storm,"Spain, Germany",2020,Movie,True
Romance Doll,Japan,2020,Movie,True
The Kissing Booth 2,"United Kingdom, United States",2020,Movie,True
The Larva Island Movie,South Korea,2020,Movie,True
The Letter Reader,South Africa,2019,Movie,False
The Remix: Hip Hop X Fashion,United States,2019,Movie,False
Ip Man 4: The Finale,"Hong Kong, China",2019,Movie,False
Jack Whitehall: I'm Only Joking,United Kingdom,2020,Movie,True
Funan,"France, Belgium, Luxembourg, Cambodia,",2018,Movie,False
Father Soldier Son,United States,2020,Movie,True
The Millions,Nigeria,2019,Movie,False
Fatal Affair,United States,2020,Movie,True
MILF,"France, Belgium",2018,Movie,False
Cold Feet,Nigeria,2019,Movie,False
Sylvia,Nigeria,2018,Movie,False
The Players,Italy,2020,Movie,True
Urzila Carlson: Overqualified Loser,Australia,2020,Movie,True
We Are One,France,2020,Movie,True
Hole in the Wall,South Africa,2016,Movie,False
Mama's Boy,Egypt,2018,Movie,False
The Claudia Kishi Club,United States,2020,Movie,True
The Old Guard,United States,2020,Movie,True
Born Racer,New Zealand,2018,Movie,False
Mucho Mucho Amor: The Legend of Walter Mercado,United States,2020,Movie,True
The Long Dumb Road,United States,2018,Movie,False
A Kid from Coney Island,"United States, China",2019,Movie,False
Budhia Singh: Born to Run,India,2016,Movie,False
Dharam Sankat Mein,India,2015,Movie,False
Drishyam,India,2015,Movie,False
Gabbar Is Back,India,2015,Movie,False
Only,United States,2019,Movie,False
Penalty,India,2019,Movie,False
Pyaar Ka Punchnama 2,India,2015,Movie,False
Desperados,United States,2020,Movie,True
Hunter in the Blue Side of Manchester,"Indonesia, United Kingdom",2020,Movie,True
I Am Not Your Negro,"Switzerland, France, Belgium, United States",2017,Movie,False
The Perfect Picture: Ten Years Later,Ghana,2019,Movie,False
Thiago Ventura: POKAS,Brazil,2020,Movie,True
#AnneFrank - Parallel Stories,Italy,2019,Movie,False
Adú,Spain,2020,Movie,True
Ali Baba ve 7 Cüceler,Turkey,2015,Movie,False
David Foster: Off the Record,Canada,2019,Movie,False
The F**k-It List,United States,2019,Movie,False
The Silence of Others,"Spain, France, Canada, United States",2019,Movie,False
Under the Riccione Sun,Italy,2020,Movie,True
George Lopez: We'll Do It For Half,United States,2020,Movie,True
#FriendButMarried 2,Indonesia,2020,Movie,True
Skin,Nigeria,2019,Movie,False
Ride Like a Girl,Australia,2020,Movie,True
Eurovision Song Contest: The Story of Fire Saga,United States,2020,Movie,True
Kasanova,Nigeria,2019,Movie,False
Ordinary People,Philippines,2016,Movie,False
Seven (Tamil),India,2019,Movie,False
Thackeray (Hindi),India,2019,Movie,False
Krishna and His Leela,India,2020,Movie,True
Prem Ratan Dhan Payo,India,2015,Movie,False
Athlete A,United States,2020,Movie,True
Bulbbul,India,2020,Movie,True
Nobody Knows I'm Here,Chile,2020,Movie,True
Eric Andre: Legalize Everything,United States,2020,Movie,True
Kappela,India,2020,Movie,True
The Royal Hibiscus Hotel,Nigeria,2017,Movie,False
Woodshock,United States,2017,Movie,False
Elevator Baby,Nigeria,2019,Movie,False
Chaman Bahaar,India,2020,Movie,True
Disclosure,United States,2020,Movie,True
Feel the Beat,United States,2020,Movie,True
Lost Bullet,France,2020,Movie,True
One-Way to Tomorrow,Turkey,2020,Movie,True
Wasp Network,"France, Brazil, Spain, Belgium",2020,Movie,True
A Whisker Away,Japan,2020,Movie,True
Lola Igna,Philippines,2019,Movie,False
One Take,Thailand,2020,Movie,True
An Evening with Beverly Luff Linn,"United Kingdom, United States",2018,Movie,False
Riding Faith,United States,2020,Movie,True
The Darkness,United States,2016,Movie,False
The Show Must Go On: The Queen + Adam Lambert Story,"United Kingdom, United States",2019,Movie,False
Wira,Malaysia,2019,Movie,False
4th Republic,Nigeria,2019,Movie,False
Asura Guru,India,2020,Movie,True
Milea,Indonesia,2020,Movie,True
Axone,India,2020,Movie,True
Da 5 Bloods,United States,2020,Movie,True
Jo Koy: In His Elements,United States,2020,Movie,True
Okko's Inn,Japan,2018,Movie,False
The Witch: Part 1 - The Subversion,South Korea,2018,Movie,False
Before I Fall,United States,2017,Movie,False
365 Days,Poland,2020,Movie,True
Forensic,India,2020,Movie,True
Project Papa,India,2018,Movie,False
The Night Clerk,United States,2020,Movie,True
Before the Summer Crowds,Egypt,2016,Movie,False
Choked: Paisa Bolta Hai,India,2020,Movie,True
Merry Men 2: Another Mission,Nigeria,2019,Movie,False
The Last Days of American Crime,United States,2020,Movie,True
Hot Sweet Sour,Turkey,2017,Movie,False
Overnight Republic,Turkey,2017,Movie,False
Lady Bird,United States,2017,Movie,False
Spelling the Dream,United States,2020,Movie,True
True: Rainbow Rescue,Canada,2020,Movie,True
122,Egypt,2019,Movie,False
Chippa,India,2020,Movie,True
Cook Off,Zimbabwe,2017,Movie,False
Kalek Shanab,United Arab Emirates,2019,Movie,False
Mirai,"Japan, United States",2018,Movie,False
The Disaster Artist,United States,2017,Movie,False
The Stolen,"United Kingdom, Germany, United Arab Emirates, New Zealand",2016,Movie,False
High Strung Free Dance,"Romania, United States",2019,Movie,False
Freej Al Taibeen,United Arab Emirates,2018,Movie,False
Kenny Sebastian: The Most Interesting Person in the Room,India,2020,Movie,True
Grandmother's Farm Part 2,United Arab Emirates,2015,Movie,False
Intuition,Argentina,2020,Movie,True
I'm No Longer Here,"Mexico, United States",2019,Movie,False
Hannah Gadsby: Douglas,Australia,2020,Movie,True
Ne Zha,China,2019,Movie,False
Uncut Gems,United States,2019,Movie,False
One Day We'll Talk About Today,Indonesia,2020,Movie,True
Si Doel the Movie 3,Indonesia,2020,Movie,True
Living in Bondage: Breaking Free,Nigeria,2019,Movie,False
Modest Heroes: Ponoc Short Films Theatre,Japan,2018,Movie,False
The Lovebirds,United States,2020,Movie,True
#FriendButMarried,Indonesia,2018,Movie,False
Mujeres arriba,Chile,2019,Movie,False
Ben Platt Live from Radio City Music Hall,United States,2020,Movie,True
Mutiny of the Worker Bees,Mexico,2020,Movie,True
What Are the Odds?,India,2020,Movie,True
Light in the Dark,Nigeria,2019,Movie,False
The End,Kuwait,2019,Movie,False
Heaven Without People,Lebanon,2017,Movie,False
"I love you, stupid",Spain,2019,Movie,False
Dilan 1990,Indonesia,2018,Movie,False
Dilan 1991,Indonesia,2019,Movie,False
Fan of Amoory,United Arab Emirates,2018,Movie,False
Malang,India,2020,Movie,True
Rencor tatuado,Mexico,2018,Movie,False
The Delivery Boy,Nigeria,2018,Movie,False
Wedy Atkalam,Kuwait,2018,Movie,False
The Wrong Missy,United States,2020,Movie,True
Ali & Alia,United Arab Emirates,2019,Movie,False
Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,United States,2020,Movie,True
Have a Good Trip: Adventures in Psychedelics,United States,2020,Movie,True
John Henry,United States,2020,Movie,True
18 Presents,Italy,2020,Movie,True
Aerials,United Arab Emirates,2016,Movie,False
In Paradox,Kuwait,2019,Movie,False
Si Doel the Movie,Indonesia,2018,Movie,False
Becoming,United States,2020,Movie,True
Jerry Seinfeld: 23 Hours To Kill,United States,2020,Movie,True
Arctic Dogs,"India, United Kingdom, China, Canada, Japan, South Korea, United States",2019,Movie,False
Luccas Neto em: Acampamento de Férias 2,Brazil,2020,Movie,True
One Day: Justice Delivered,India,2019,Movie,False
Bennett's War,United States,2019,Movie,False
Death Can Wait,Colombia,2020,Movie,True
Lady Driver,United States,2019,Movie,False
Roped,United States,2020,Movie,True
The Stand at Paxton County,United States,2020,Movie,True
All Day and a Night,United States,2020,Movie,True
Cracked Up: The Darrell Hammond Story,United States,2018,Movie,False
Get In,"France, Belgium",2019,Movie,False
Go! Go! Cory Carson: The Chrissy,United States,2020,Movie,True
Mrs. Serial Killer,India,2020,Movie,True
Psycho,India,2020,Movie,True
